ID,session,run,Align,BOLD,CompCor,Corr,Final,Norm,SDC,SurfRecon,T1mask,Variance,modality,dummy_trs,fd_perc,gcor,gsr_x,gsr_y,aor,aqi,dvars_nstd,tsnr,fd_mean,spacing_tr
9,1,2,good,other,nan,nan,nan,bad,good,bad,bad,good,rest,6,7.851475926932037,0.23484971000723637,0.018564565204639442,0.03824753057362209,0.271729154210155,0.5329925764906136,1.165842242859186,263.3416136015811,0.37973565077922333,2.2382298233631435
10,1,1,good,other,bad,good,good,other,bad,other,nan,bad,rest,6,27.87596441211957,0.13116048227305271,0.0282096008886027,0.025721999010213145,0.1472834945874999,0.3738916862710958,1.4552892243630209,185.0969689277008,0.23416193797209345,2.594528563016067
10,1,2,good,other,bad,nan,other,other,good,bad,nan,other,rest,7,24.112216519736226,0.08657650350053378,0.03941289999846103,0.04430481825527244,0.10369080576658085,0.5271589809208732,1.3777796578374248,150.88616608258155,0.2604918286294929,2.1634711906018396
11,1,1,nan,nan,nan,good,bad,good,bad,nan,bad,other,rest,3,24.50375046676391,0.07713221809523982,0.05485166994483126,0.011449975160223471,0.17224841741234415,0.3715109375833175,1.343737558484553,127.56901453109549,0.41872337949580984,2.484403558991235
11,1,2,good,bad,good,good,bad,other,good,nan,good,nan,rest,6,28.163251973131416,0.25943623519359116,0.05189901093276915,0.012007564977353322,0.16053463321571662,0.3624618396528215,1.1531716931350906,258.84515079892265,0.32050414560173957,2.7766966496429024
12,1,1,other,good,good,bad,bad,other,good,good,good,good,rest,4,26.28734855301862,0.10193835392675096,0.014586050291209903,0.019176661444015947,0.39400815386625776,0.529280321229245,1.3488566638389856,232.73800210586646,0.3003446024855231,1.7176953819975744
12,1,2,good,good,nan,good,good,good,good,good,bad,bad,rest,7,8.576525785932338,0.09022838296182961,0.02390377728906287,0.025235230188041566,0.22837096410440502,0.6054937735183141,1.244240382192784,178.83461518053684,0.24307408830004398,1.826442790045443
13,1,1,good,good,bad,good,bad,good,nan,nan,bad,nan,rest,5,14.486424554721292,0.28622966659578614,0.03745721917998397,0.0315709097589945,0.28780374428231714,0.4803286672251271,1.1589174712247308,256.80936523573286,0.41024101035329763,2.8815857959427875
13,1,2,good,nan,good,other,other,bad,good,bad,bad,good,rest,6,13.418343084009678,0.15023901215046376,0.01864972225957969,0.025694668490099458,0.3228077700175257,0.3073414217800354,1.3790213971644805,285.571525657894,0.23029155061704187,1.7304193485909523
14,1,1,good,good,good,nan,bad,good,good,good,good,other,rest,7,5.3218293492702875,0.11271729758067243,0.036254415148363056,0.018187565212914793,0.1497720603629601,0.718152145275119,1.4923931018785237,213.43266272682763,0.3936744058085997,2.985482496489409
14,1,2,bad,bad,bad,nan,good,good,good,bad,good,bad,rest,6,6.339472669228367,0.11985568548311187,0.024602966515726417,0.034509877120079316,0.2759335519044388,0.5466449879253332,0.8588807341898175,138.48018897337124,0.39525593466688935,2.4563830507176885
15,1,1,bad,good,good,good,nan,other,good,good,good,nan,rest,6,20.143744487104943,0.32286567316140496,0.039356197026849025,0.052513714941686086,0.2021772386774573,0.5494084792657425,1.1719877287032043,105.19513181505694,0.23949337734553922,2.876006508827514
15,1,2,bad,bad,nan,bad,good,good,bad,other,other,good,rest,7,13.340663198024416,0.26091003970966775,0.04168848865346315,0.059090297377126774,0.28610731289741326,0.5387529368138664,1.3330027942288054,296.7986892713727,0.3522435813514231,2.9448168353240693
16,1,1,bad,nan,good,bad,other,bad,nan,good,nan,nan,rest,7,27.49950613805806,0.15394785839391464,0.01619348874321105,0.012047348014285988,0.3332029382587536,0.5448498709084529,1.4898781186464483,191.59362948647674,0.4422709426758441,2.11736400329109
16,1,2,nan,good,bad,nan,good,other,bad,good,bad,good,rest,6,25.259168860024523,0.26397745889350943,0.04868603413758132,0.05327282740278314,0.32182944054295304,0.7004357960533161,0.8342745968762955,136.28843610591167,0.31766422068133604,2.7871879569372346
17,1,1,other,good,good,good,good,other,bad,good,good,other,rest,6,13.968309533567165,0.22709607526494469,0.029847003387391706,0.02374125253775335,0.3659672686515608,0.39379684096974565,0.8593681138650342,162.0624652509585,0.35117370167454864,2.7111474089644227
17,1,2,other,bad,good,good,other,good,good,other,good,bad,rest,7,19.907497883910484,0.09031007399391845,0.028268923159956674,0.013358333442388345,0.16059371130663447,0.3088343904999561,1.1172959415501145,232.28966358843132,0.22015236183261772,2.1305726572579156
18,1,1,good,good,other,bad,bad,other,bad,good,good,nan,rest,4,24.603176270284855,0.13981498745444768,0.022068603081333144,0.026124617358433265,0.14663246922502676,0.7371571826454038,0.9982728532750799,214.75745465945232,0.37719104879948095,2.6757361640635704
18,1,2,good,good,good,nan,nan,good,nan,bad,good,good,rest,5,24.58766379691995,0.33660482845634326,0.035636603215005565,0.03164862464338836,0.11075282542544895,0.7798872611646102,0.8721018788911112,89.85898239316326,0.18612331402672846,1.5982956508775736
19,1,1,bad,good,good,good,good,bad,good,good,other,nan,rest,5,17.498288992074436,0.050498212302440164,0.015603518549934876,0.053138228187043904,0.10036991875357244,0.5540836779064375,1.1426514045550458,159.9425986425531,0.25096445705125736,2.6708717062898764
19,1,2,bad,good,good,good,bad,nan,bad,good,good,bad,rest,4,18.823088157186987,0.2634674124790333,0.017522700577873702,0.012368701000274093,0.14146161149155922,0.7594115967653414,0.8064818472747864,125.19727395472444,0.11094922951557559,1.6659442013433048
20,1,1,good,good,good,nan,nan,good,nan,good,bad,bad,rest,7,12.627904512624719,0.32563810427080425,0.03272287151493289,0.04017122271666607,0.3953948600852931,0.48076803931959966,1.369211542074079,156.41578827883032,0.3797247327845218,2.401100878293964
20,1,2,nan,nan,other,good,good,other,other,good,bad,good,rest,7,27.15741159372148,0.14514595133899363,0.054500972855884774,0.03969152740142238,0.13780790252398797,0.37185933072776706,1.285166798850791,121.50654474609874,0.27755244555371517,2.987661713893066
21,1,1,good,good,bad,bad,good,bad,other,good,good,nan,rest,6,22.83702826672593,0.1384265579608289,0.0431810523330176,0.05181225884213006,0.10544816317430922,0.5978568873428637,0.9618963777807966,289.73323949691235,0.18878257729663997,2.4161551998531277
21,1,2,good,bad,other,good,good,bad,other,good,good,bad,rest,3,28.88085668931135,0.20606902011379813,0.030398071518028258,0.01470359815446979,0.3668969265026192,0.4975036200202782,1.2778071187464541,115.84979752835619,0.4365423703393614,1.7676626427327464
22,1,1,other,good,bad,other,good,good,good,good,good,good,rest,6,28.488803900782546,0.22098014559245793,0.01523075484023876,0.055198664543902,0.35967176179630844,0.6990487179091665,0.8699037340125106,129.055368099543,0.36026012778767813,1.5347101418729197
22,1,2,good,nan,bad,other,good,good,good,good,good,good,rest,6,33.06144108699485,0.19029207698797895,0.019837109037531567,0.02886029914415019,0.2182320947779356,0.3655543465131099,0.9140100503881885,244.29489761448255,0.21881721397311593,2.9323475877837115
23,1,1,other,other,other,nan,good,good,good,nan,bad,good,rest,3,19.44474020978842,0.3377997042906825,0.04262596003763316,0.03477532783143092,0.13320762220888485,0.4262181452747936,1.00634176470218,263.55285262573625,0.40684877904261674,2.852462780349658
23,1,2,bad,bad,good,other,good,other,nan,good,bad,good,rest,3,21.27093206906615,0.09959339701018735,0.02266277372000987,0.018015601249112903,0.3555799473384397,0.5921139300306091,1.3145905992637434,151.0478870984062,0.229938422980897,2.107282446639801
24,1,1,other,other,bad,good,good,good,good,good,good,good,rest,6,18.495778998323786,0.1235776919069629,0.04551226006679933,0.05256673247011019,0.36237254195667157,0.46966107286828046,1.17159527600147,139.61753692775636,0.1856787755425509,1.7418810942778862
24,1,2,good,good,good,good,good,good,other,bad,bad,good,rest,5,33.5674914753705,0.19460922787590518,0.05766027624525945,0.0181788438855055,0.2663249656119801,0.4038586266757696,0.9772292242886211,87.2130989026829,0.14163365875907397,2.8752726114437936
25,1,1,good,bad,nan,other,good,nan,good,good,good,bad,rest,7,32.61997574820704,0.15241612021451828,0.012505334484846689,0.027120183840531435,0.33833710914876536,0.6113543724941041,1.3255870093214017,270.47249212697056,0.1741841138781899,2.8856749741397705
25,1,2,good,bad,bad,nan,good,other,bad,other,good,bad,rest,3,16.787821747106996,0.3265557350464985,0.0259578247304035,0.04630900641919505,0.23832982904647232,0.6299756505646394,1.2197867497011932,193.46815346215956,0.4325213831185529,2.014070464132434
26,1,1,good,good,good,good,nan,bad,bad,bad,nan,good,rest,3,33.42606798997977,0.1599006465669609,0.04692553563433143,0.030157010205954092,0.2685456790188998,0.6598912675107731,1.156253906225948,297.70071845828204,0.24675534577473357,2.4706076972149877
26,1,2,other,good,good,bad,other,good,good,bad,good,other,rest,4,10.934295417775907,0.2834454267632037,0.053031520069806506,0.022334018861307366,0.30035474765439596,0.3646814017291372,0.9926067679211994,113.27707909602069,0.19923226830973023,2.5121048210239167
27,1,1,good,bad,good,good,other,other,bad,other,bad,bad,rest,5,25.562831622830426,0.056968274704027544,0.030003072306737766,0.05375538066612558,0.2830682333299738,0.5219714431979882,1.4551562496050081,284.956250275335,0.21277548583802838,2.3168226030620094
27,1,2,bad,bad,good,nan,good,bad,bad,good,bad,nan,rest,4,27.87770275887922,0.19418228928269193,0.03282260972571358,0.022011313807450156,0.2934457583077872,0.44466006805116726,0.9804658867916481,220.63072978305314,0.2434938358787651,1.8282849131919483
28,1,1,good,other,bad,nan,bad,good,good,good,good,bad,rest,3,34.95828545035748,0.10777724696927295,0.01769817912888132,0.031140016627339673,0.28590055779095846,0.7664503912066266,1.486574801873124,96.71375278193472,0.14829913107176687,2.6861069608439907
28,1,2,nan,bad,good,bad,bad,bad,good,good,bad,bad,rest,4,24.580602046077658,0.34761260165841645,0.05997109546120939,0.035822970131782046,0.12855972608825922,0.6639216494843592,1.4836648547516125,156.39833303096486,0.26142311004315083,2.1371653872231837
29,1,1,bad,nan,bad,bad,good,good,bad,bad,good,bad,rest,3,31.79093058608909,0.09317260882356748,0.05395343898294801,0.014804761648594063,0.14605765661638417,0.5669200066369802,0.8472629361311905,92.67370433602649,0.10018156045799693,2.1544749895413946
29,1,2,good,bad,nan,nan,good,good,bad,good,other,good,rest,5,7.782682322734843,0.16834445538162632,0.04688987780531864,0.022872597966198168,0.32569867433006583,0.552089302195407,1.325186191563763,191.5231130857591,0.22876651907763618,1.8287838247179484
30,1,1,good,good,bad,bad,nan,nan,good,good,good,good,rest,7,18.461885216037516,0.16787545300912218,0.053754209952704114,0.05877978229141998,0.3618576876322537,0.3961503395175665,0.9545585448462539,237.4577309828152,0.20117925357336708,2.60208769617087
30,1,2,nan,good,other,bad,good,other,good,good,other,nan,rest,6,27.737309561985814,0.297983445397379,0.03806115339450221,0.029268474042855146,0.18120902844853212,0.5609592353846267,1.0203247329950667,215.3828328913335,0.3368283338783732,1.5991188163790921
31,1,1,good,good,nan,good,good,good,good,other,other,nan,rest,4,22.573139754641673,0.10864595287460123,0.04397635046044789,0.02070461446683601,0.1297470911796443,0.40349257982041986,1.0959138239904436,122.27319180153917,0.14714220872317157,2.7904228293284112
31,1,2,good,good,other,good,bad,good,other,good,good,other,rest,4,8.222088688657315,0.08459793143329639,0.0409784628155156,0.016098448210481144,0.35571469537907996,0.6771357574689463,1.3738662007666167,206.254526452645,0.44883702403170367,1.566262654416242
32,1,1,good,bad,other,other,good,good,good,good,good,bad,rest,7,16.92575073664979,0.225425810841481,0.016402630527389345,0.026054281320592745,0.15796249673353918,0.3516417395535248,1.4063012244317141,221.43947987059425,0.22553547703476892,2.1130040660500695
32,1,2,bad,good,bad,other,good,bad,nan,other,good,other,rest,4,21.63197070139291,0.14621466400822283,0.027286540288131628,0.028929639377986545,0.12839193047481662,0.38303131620698655,1.3061796615017705,173.38321076529922,0.17508864039605027,2.344008615862286
33,1,1,bad,good,other,good,good,good,good,bad,good,good,rest,7,5.138563965299828,0.061562599797030715,0.044020940283496096,0.03813340069159665,0.10795973116182231,0.6717299806111927,1.3965017359484273,199.140195785434,0.26301510412503926,1.5082096632519413
33,1,2,good,other,good,good,good,good,nan,bad,bad,good,rest,5,33.962478604452066,0.3390739736666461,0.05278210608512017,0.01938046463825168,0.278281808290474,0.7390737123277686,1.0621247555142563,104.26547982454039,0.38383701578397267,2.2226453270432573
34,1,1,good,good,good,good,good,good,nan,other,good,bad,rest,6,31.230027690044395,0.05719110665838664,0.03602287218836138,0.03318378573407505,0.307038030873538,0.3816958500747272,1.2678315185566076,170.41616188997034,0.3165501723593747,1.5601425148091639
34,1,2,other,nan,bad,good,other,nan,other,bad,nan,nan,rest,4,34.2325136932654,0.07422058400082174,0.0425834733967497,0.053570454337060695,0.2902703301900185,0.5145130606787063,1.101753450346557,88.61573264176614,0.28711026295124636,2.990314495180271
35,1,1,good,other,nan,bad,bad,bad,other,bad,other,good,rest,3,9.672730129237381,0.21046944589276118,0.055787242893935475,0.038372405677466165,0.21916999044184726,0.5225080274269961,0.8441820194927098,312.50055712678375,0.208728964778379,1.7840452375092808
35,1,2,good,nan,nan,bad,good,other,good,nan,good,good,rest,7,28.873656955009103,0.2137027082243143,0.03717477975399303,0.05494607881602568,0.39154114559401343,0.6524191615215904,1.1380568726302487,189.53692589644288,0.23521951002811362,2.042398544358994
36,1,1,other,good,bad,good,bad,good,bad,other,good,nan,rest,4,11.561126784549046,0.20472670288641537,0.056808846582009805,0.05885963649571786,0.17090813061506338,0.32455882187502005,0.907521282776431,95.19883488861394,0.16829348438231773,2.352854572055603
36,1,2,good,good,bad,good,other,good,nan,good,good,good,rest,7,11.777868737503475,0.18135246970275115,0.057284682591223664,0.028915491118670762,0.33123196409961103,0.5702383460853775,0.9279661393016836,156.9761885488284,0.32861715975798655,2.50928009202734
37,1,1,good,other,good,nan,bad,bad,bad,good,bad,bad,rest,7,34.84444678488825,0.19588418380117456,0.033897329036991546,0.031088303135728065,0.12004772641043887,0.596478315574808,0.9595774405562277,233.02615525497197,0.117791711681967,2.9720806518795024
37,1,2,good,good,bad,good,good,bad,bad,other,good,nan,rest,5,23.931963286156623,0.15430209045077098,0.04312647971830999,0.04359270943070336,0.3881760887519875,0.4854561607708346,1.0975572372598918,274.9095106848942,0.27701681015995944,2.6048596396735997
38,1,1,good,good,good,good,good,bad,nan,good,bad,bad,rest,3,9.632692640664274,0.10930009467639186,0.024566472677923286,0.03646956770131437,0.36484766981022343,0.6802730113649335,1.2957102876898445,122.04333628544089,0.225188921034091,2.217607389130017
38,1,2,good,good,good,good,good,good,good,bad,other,good,rest,7,29.452192886562624,0.1844721899511821,0.05102785413199303,0.022037653560713473,0.20824316842525462,0.38817778820890064,1.1272391776000004,174.09440537970636,0.18432449074500928,2.627671063846172
39,1,1,good,good,good,good,bad,nan,good,bad,bad,other,rest,6,31.015168298201182,0.34964889120009757,0.0406758242364916,0.054488973326993435,0.37258247396669264,0.6957257439038111,1.122651973751177,99.47696010173584,0.10553194440404685,2.215800949924387
39,1,2,good,good,nan,other,good,bad,bad,good,good,bad,rest,6,31.187360491612523,0.3169697021216993,0.02571739713149524,0.03008308170046882,0.18042553144616533,0.6031496990963578,1.4571637479449269,162.71381276278825,0.29495062365850755,1.9444494456802275
40,1,1,good,bad,bad,good,bad,good,nan,good,other,nan,rest,7,32.39855551105927,0.09201662140684719,0.043885430722723474,0.0507236938015467,0.17057691652469353,0.438103681728283,1.4751632202974412,143.503425283078,0.2504849674650167,2.1487733898635493
40,1,2,good,bad,bad,bad,other,good,good,other,good,bad,rest,4,11.239942211253817,0.20567439274612526,0.05049703682224353,0.01445210025375266,0.21857039612766832,0.6735379003149431,1.0600802458844532,125.32074091415336,0.16842353958880557,2.1150731803724914
41,1,1,good,good,good,other,good,good,bad,good,nan,good,rest,3,7.933639923363293,0.19046942170807518,0.0200281235660777,0.01926876364012428,0.2391484331388629,0.44471485375403247,1.3572423133381095,297.82517393371575,0.380952211850928,1.8990463089324978
41,1,2,good,bad,good,bad,other,bad,good,other,good,bad,rest,6,24.1775102106851,0.28487158225151715,0.020546719424435644,0.05586977946330711,0.35529913601564933,0.7241903770305405,0.9593628027594499,92.12863727601385,0.4035982388189042,1.9587003431078511
42,1,1,good,bad,bad,good,good,bad,other,bad,other,other,rest,3,27.48058585097018,0.1363564628144462,0.015892195045291553,0.021916926468103004,0.250862481094106,0.5526384611465479,1.2078510445201762,174.8244410114938,0.3754119835075097,2.8697306255208117
42,1,2,other,other,good,bad,good,good,bad,bad,nan,good,rest,7,15.561520227177146,0.24146706587790107,0.0336966368819039,0.0593314373431615,0.12814234720231749,0.5061874571486122,1.4128773311690654,148.17231452636372,0.3757274977236055,2.0741747441703833
43,1,1,good,bad,bad,other,good,good,bad,good,good,nan,rest,7,21.90569710908612,0.1986815234603429,0.012760497835399023,0.02741379417307281,0.35953006957319456,0.3154464185180161,1.0775053647553685,306.83558904098544,0.11780825709075513,2.624558626566955
43,1,2,bad,good,good,good,other,other,other,good,good,good,rest,6,33.755458819263566,0.263005064016387,0.04177801770050924,0.047199736134749544,0.25948387560863184,0.5380669105452052,1.1146725687864647,233.7054109048739,0.17053724138733412,2.8320880425223045
44,1,1,bad,good,bad,good,good,good,good,bad,good,good,rest,3,8.60331890304153,0.07139136025545362,0.059491153460243675,0.01370288416845368,0.1397626242854241,0.7136272977953682,1.2061681517200602,265.86012909663975,0.32081920272042924,2.8232626054934222
44,1,2,other,good,good,good,good,bad,good,bad,good,bad,rest,3,12.390567253496805,0.3026210455316719,0.026510064779886565,0.04430249347529501,0.35692288919672177,0.33887233346252105,1.3355170836246302,153.8397119309672,0.17581782746441493,2.533352178679458
45,1,1,good,bad,good,good,good,other,good,good,good,bad,rest,6,25.477643666506495,0.0722211658216119,0.03234194212070763,0.030451756602286488,0.12601344509295975,0.41118396394840534,1.1086738422586258,258.2975143659397,0.18297172694463212,2.744624865187367
45,1,2,nan,nan,good,bad,bad,nan,good,good,other,good,rest,6,7.1555100645870295,0.20470623155659162,0.03407957946030217,0.05608424921187852,0.24805197413090235,0.5341602673471655,1.4735399919742913,188.13835126421156,0.1633095506127316,1.8253741842086826
46,1,1,good,good,good,good,good,other,other,good,bad,bad,rest,5,14.787150864921703,0.24246839778930568,0.03061292982320376,0.04798215261531973,0.16920373759835738,0.75289592645713,1.1501467545193464,261.4623554510847,0.3974055669904295,2.9982429164322073
46,1,2,good,good,good,good,good,bad,good,bad,good,good,rest,6,32.988003753605156,0.11115818819886317,0.03642708644712264,0.05164185273307561,0.19096062299037753,0.5199045212402333,1.4899347710584054,316.411207213009,0.4171373837678135,2.6976725172420863
47,1,1,good,nan,nan,good,nan,bad,good,good,good,good,rest,5,10.661366300867577,0.30515626367640725,0.03231411692902207,0.02139338932764169,0.32780233000671627,0.5769905629084298,0.8148092079963055,155.92674976081165,0.16195049389246938,2.4838092914742607
47,1,2,bad,good,other,good,good,good,good,good,nan,good,rest,3,7.153914270801376,0.2908256750636647,0.05465262423766263,0.010550833369211423,0.15358125270913534,0.7519520943977394,1.1846455289600408,116.00949877957044,0.17097665841320558,2.489979366355671
48,1,1,good,nan,good,good,good,good,bad,other,good,other,rest,5,5.553134086255814,0.1817535539617804,0.04220047007249342,0.04052020545871536,0.3329945307666148,0.7052598578298988,1.2981940746435714,104.67144707473986,0.26625785540152624,2.4051089362314126
48,1,2,bad,good,good,good,good,good,bad,nan,bad,bad,rest,6,5.535828775255425,0.3274887418120836,0.057596439504045395,0.01060259315079626,0.3289057890330245,0.7851007862849217,1.4341315531724448,312.97043868709113,0.29261322699417375,1.6172342098280823
49,1,1,good,bad,good,bad,good,good,other,good,bad,other,rest,5,20.29491098171148,0.14366428187662347,0.058472929186279374,0.046656223727977265,0.2106965659901035,0.3874036931165025,0.953705714541464,191.34134866641202,0.4298989401100183,2.6012195186413773
49,1,2,good,bad,good,other,bad,nan,other,good,good,good,rest,5,9.517948617290106,0.07652068721020232,0.04370975962224081,0.026986797387451515,0.12137334320997735,0.537652808941802,1.327639475750769,148.4293760996453,0.21726640712679715,2.768549100970458
50,1,1,bad,nan,nan,good,good,good,bad,good,good,good,rest,3,6.421175201884694,0.13597812947414398,0.016989379523493404,0.03205387148086421,0.22430613159830842,0.560938217344428,0.9957454303717712,87.69046145076253,0.315035137287315,2.0605770043235268
50,1,2,good,bad,bad,other,other,nan,good,good,good,good,rest,6,5.654941749374348,0.20454001305385672,0.027241562969941895,0.031064006384162728,0.13008621954857508,0.6914102828243226,1.4596829755659657,85.344516951104,0.31048046698397175,2.645766100932537
51,1,1,good,good,nan,good,other,good,other,good,good,bad,rest,3,5.486913690274143,0.1857523794573152,0.05213273108590981,0.026195063135964418,0.24393955082654603,0.78902287289399,1.1324137855329928,111.42111491515976,0.11810252208323688,2.9181248586599224
51,1,2,good,bad,good,bad,good,good,good,bad,good,good,rest,7,18.447570636612312,0.13384621207105687,0.05277376817089408,0.029494473443630452,0.25921698731807025,0.7882635332075728,0.9305383063291047,152.33615281284455,0.11087436002444398,2.087756564865079
52,1,1,bad,other,good,bad,bad,other,good,good,good,good,rest,3,22.158518769236082,0.11414924638339934,0.055004563907184126,0.02713251480168203,0.11169381326119612,0.5473001119872265,0.8867566381086145,137.23194649177822,0.3614888054405938,1.696127720064478
52,1,2,good,good,good,good,good,good,nan,nan,good,bad,rest,7,10.337374648884335,0.23393282569824186,0.010706236673841199,0.056383420122711074,0.1793722833463785,0.3197801041950959,0.8757746090324,137.659747587114,0.19586715901211582,1.5492149992465931
53,1,1,bad,good,other,nan,other,bad,nan,bad,nan,bad,rest,5,32.85578525171987,0.2012658066613306,0.036591192788896706,0.025729078451792127,0.3321818315912969,0.6823783439663242,1.3909906503077112,294.92109852725224,0.2520222368788535,2.650313352160796
53,1,2,good,other,good,other,good,good,good,good,good,good,rest,7,28.97668764977166,0.2307230759274343,0.05284301959582852,0.014894164010742984,0.18277715261224398,0.5070887607963352,0.8297205669796688,187.57186101707987,0.19282470963939807,2.0891025181526297
54,1,1,good,good,bad,good,good,other,nan,good,bad,nan,rest,3,15.557898290688982,0.21973706581222718,0.030670412219492925,0.051195618052539825,0.17701652846054988,0.784885789415505,1.349305414595946,312.22232623939334,0.3933477941906064,1.713155888777464
54,1,2,good,good,bad,good,good,nan,other,good,other,good,rest,3,22.935680996186107,0.29477036463892825,0.013376365720902669,0.035612148555331354,0.17756715344462204,0.6314622257684603,0.8830741569551914,304.89234336092164,0.4131550036001561,1.7789616298135638
55,1,1,good,bad,nan,nan,bad,good,bad,nan,other,bad,rest,6,7.632781483146518,0.08420575740036529,0.05648160938621121,0.05737465225223924,0.19441523423960902,0.4775824434969359,1.1167151643843307,179.87880321614978,0.16651582558585884,2.8475630759090618
55,1,2,good,good,bad,good,good,good,bad,good,good,other,rest,7,31.288016990773976,0.09094116621335327,0.026008048444643467,0.0284172082103172,0.2611517944980456,0.44843424275370714,0.8424415195325836,168.53081137699297,0.18909226011954874,2.078881937194822
56,1,1,bad,good,bad,bad,bad,good,bad,bad,bad,nan,rest,4,32.29392729552633,0.2881017872769281,0.012935934082507485,0.03145494357346284,0.3094955223605765,0.7933559562240999,1.120863403813059,102.26850899041747,0.2967032111495037,1.6898456881859405
56,1,2,other,bad,good,good,other,bad,good,good,good,nan,rest,5,21.68570890393368,0.11488079293926542,0.05301729453908917,0.04241988426016806,0.22606674370973145,0.39405211406067564,1.0373165381438785,248.90664668965388,0.17152584082407357,1.6403744180075592
57,1,1,good,good,other,other,nan,good,good,good,good,good,rest,3,6.295256751706536,0.05145720133318371,0.046474754393048955,0.057443687857456266,0.3269509143181932,0.5358200953121893,1.140231674692611,184.67274143578527,0.21362528348861676,2.2825713212787604
